Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,Fence,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,logSalePrice
11,12.052787750227314,12.085885034361516,70.0,11200,12.025522495249092,11.936093526689717,12.02269397302858,12.024182958480877,12.00189962660944,12.0205649310742,11.81146755464926,12.04291612709755,12.025895254415694,12.047512415928205,11.993682778640787,11.780657241570376,12.144177854414044,1965,1965,12.184429767803955,12.019216214618552,11.951898529608227,11.974932626443643,11.896883990084053,0.0,11.837985209456932,12.043077827796978,11.870079702687168,11.810855438908401,12.04261484090755,11.955653412075753,11.852846297638559,906,12.043738116747505,0,134,1040,12.032077892096211,12.20762619892906,12.061089985718422,12.061439667758602,1040,0,0,1040,1,0,1,0,3,1,11.810591800844753,5,12.038511131398728,0,11.808907293600358,11.765643303311364,1965.0,11.818974312364766,1,384,12.068539413468748,12.070483200383846,12.059894850096232,0,0,0,0,0,0,12.05859851230732,0,2,2008,11.99106086274981,12.005033692506249,129500,11.771436160121729
12,12.339974651335453,12.085885034361516,85.0,11924,12.025522495249092,12.163465349551254,12.02269397302858,12.024182958480877,12.00189962660944,12.0205649310742,12.619411284663126,12.04291612709755,12.025895254415694,12.047512415928205,12.182686209840618,12.793267764942948,12.144177854414044,2005,2006,12.184429767803955,12.019216214618552,11.84454154552832,11.892242417087257,12.42513794043919,286.0,12.764044312670816,12.043077827796978,12.261665131561195,12.640393913483537,12.04261484090755,11.955653412075753,12.301936995160133,998,12.043738116747505,0,177,1175,12.032077892096211,12.20762619892906,12.061089985718422,12.061439667758602,1182,1142,0,2324,1,0,3,0,4,1,12.633613836804688,11,12.038511131398728,2,12.256533232533704,12.3749187591394,2005.0,12.320810566774748,3,736,12.068539413468748,12.070483200383846,12.059894850096232,147,21,0,0,0,0,12.05859851230732,0,7,2006,12.45937211936617,12.447476569639623,345000,12.751299696013497
13,12.052787750227314,12.085885034361516,71.0,12968,12.025522495249092,12.318449817965591,12.02269397302858,12.024182958480877,12.00189962660944,12.0205649310742,11.81146755464926,12.04291612709755,12.025895254415694,12.047512415928205,11.993682778640787,11.780657241570376,11.890024397771397,1962,1962,12.184429767803955,12.019216214618552,11.951898529608227,11.994743305685926,11.896883990084053,0.0,11.837985209456932,12.043077827796978,11.870079702687168,11.810855438908401,12.04261484090755,11.955653412075753,11.953313219579172,737,12.043738116747505,0,175,912,12.032077892096211,11.816064676165025,12.061089985718422,12.061439667758602,912,0,0,912,1,0,1,0,2,1,11.810591800844753,4,12.038511131398728,0,11.808907293600358,11.765643303311364,1962.0,11.818974312364766,1,352,12.068539413468748,12.070483200383846,12.059894850096232,140,0,0,0,176,0,12.05859851230732,0,9,2008,11.99106086274981,12.005033692506249,144000,11.877568578558138
14,12.052787750227314,12.085885034361516,91.0,10652,12.025522495249092,12.163465349551254,12.02269397302858,12.024182958480877,12.00189962660944,12.0205649310742,12.163641307701864,12.04291612709755,12.025895254415694,12.047512415928205,11.993682778640787,12.221772660081584,12.144177854414044,2006,2007,11.984199753311575,12.019216214618552,12.20587264918594,12.209630627095029,12.42513794043919,306.0,12.311282455535837,12.043077827796978,12.261665131561195,12.179882358539462,12.04261484090755,12.158267145628631,11.963997506081839,0,12.043738116747505,0,1494,1494,12.032077892096211,12.20762619892906,12.061089985718422,12.061439667758602,1494,0,0,1494,0,0,2,0,3,1,12.222336663076506,7,12.038511131398728,1,12.256533232533704,12.16077753342227,2006.0,12.172672333572622,3,840,12.068539413468748,12.070483200383846,12.059894850096232,160,33,0,0,0,0,12.05859851230732,0,8,2007,12.45937211936617,12.447476569639623,279500,12.540757571577291
15,12.052787750227314,12.085885034361516,73.0,10920,12.025522495249092,12.163465349551254,12.02269397302858,12.024182958480877,12.027445609949833,12.0205649310742,11.868044676362077,12.04291612709755,12.025895254415694,12.047512415928205,11.993682778640787,11.967308314089223,12.144177854414044,1960,1960,12.184429767803955,12.019216214618552,11.859767396993869,11.862285886957245,12.163629742442435,212.0,11.837985209456932,12.043077827796978,11.870079702687168,11.810855438908401,12.04261484090755,11.955653412075753,11.867634380538885,733,12.043738116747505,0,520,1253,12.032077892096211,11.816064676165025,12.061089985718422,12.061439667758602,1253,0,0,1253,1,0,1,1,2,1,11.810591800844753,5,12.038511131398728,1,12.008509462380806,12.16077753342227,1960.0,12.172672333572622,1,352,12.068539413468748,12.070483200383846,12.059894850096232,0,213,176,0,0,0,11.784233157049353,0,5,2008,11.99106086274981,12.005033692506249,157000,11.964001084330445
16,11.579032983343444,11.692892609084135,51.0,6120,12.025522495249092,11.936093526689717,12.02269397302858,12.024182958480877,12.027445609949833,12.0205649310742,11.679726905369053,12.04291612709755,12.025895254415694,12.047512415928205,11.59502725201057,12.221772660081584,11.90939142906435,1929,2001,11.984199753311575,12.019216214618552,11.838506037800695,11.838479691751736,11.896883990084053,0.0,11.837985209456932,12.043077827796978,11.722527714114745,11.810855438908401,12.04261484090755,11.955653412075753,11.963997506081839,0,12.043738116747505,0,832,832,12.032077892096211,12.20762619892906,12.061089985718422,11.660315187333415,854,0,0,854,0,0,1,0,2,1,11.810591800844753,5,12.038511131398728,0,11.808907293600358,11.765643303311364,1991.0,11.818974312364766,2,576,12.068539413468748,12.070483200383846,12.059894850096232,48,112,0,0,0,0,12.057112523259228,0,7,2007,11.99106086274981,12.005033692506249,132000,11.790557201568507
17,12.052787750227314,12.085885034361516,73.0,11241,12.025522495249092,12.163465349551254,12.02269397302858,12.024182958480877,12.249809914718346,12.0205649310742,11.868044676362077,12.04291612709755,12.025895254415694,12.047512415928205,11.993682778640787,11.967308314089223,11.921358437371106,1970,1970,11.984199753311575,12.019216214618552,11.838506037800695,11.838479691751736,12.163629742442435,180.0,11.837985209456932,12.043077827796978,11.870079702687168,11.810855438908401,12.04261484090755,11.955653412075753,11.953313219579172,578,12.043738116747505,0,426,1004,12.032077892096211,12.20762619892906,12.061089985718422,12.061439667758602,1004,0,0,1004,1,0,1,0,2,1,11.810591800844753,5,12.038511131398728,1,12.186415513744642,12.16077753342227,1970.0,12.320810566774748,2,480,12.068539413468748,12.070483200383846,12.059894850096232,0,0,0,0,0,0,12.05859851230732,700,3,2010,11.99106086274981,12.005033692506249,149000,11.911701584927597
18,11.780920061965393,12.085885034361516,72.0,10791,12.025522495249092,11.936093526689717,12.02269397302858,12.024182958480877,12.00189962660944,12.0205649310742,11.81146755464926,12.04291612709755,12.025895254415694,11.780920061965393,11.993682778640787,11.557148368928416,12.144177854414044,1967,1967,11.984199753311575,12.019216214618552,11.859767396993869,11.862285886957245,11.896883990084053,0.0,11.837985209456932,12.043077827796978,11.532959284135613,11.529680289332697,11.529680289332697,11.546474266789994,11.529680289332697,0,11.556707900590872,0,0,0,12.032077892096211,11.816064676165025,12.061089985718422,12.061439667758602,1296,0,0,1296,0,0,2,0,2,2,11.810591800844753,6,12.038511131398728,0,11.808907293600358,11.587994257297087,1967.0,11.818974312364766,2,516,12.068539413468748,12.070483200383846,12.059894850096232,0,0,0,0,0,0,12.05859851230732,500,10,2006,11.99106086274981,12.005033692506249,90000,11.407564949312402
19,12.052787750227314,12.085885034361516,66.0,13695,12.025522495249092,11.936093526689717,12.02269397302858,12.024182958480877,12.00189962660944,12.0205649310742,12.090689360474029,11.822301897337889,12.025895254415694,12.047512415928205,11.993682778640787,11.780657241570376,12.144177854414044,2004,2004,11.984199753311575,12.019216214618552,12.20587264918594,12.209630627095029,11.896883990084053,0.0,11.837985209456932,12.043077827796978,12.261665131561195,11.810855438908401,12.04261484090755,11.955653412075753,12.301936995160133,646,12.043738116747505,0,468,1114,12.032077892096211,12.20762619892906,12.061089985718422,12.061439667758602,1114,0,0,1114,1,0,1,1,3,1,12.222336663076506,6,12.038511131398728,0,11.808907293600358,11.765643303311364,2004.0,11.818974312364766,2,576,12.068539413468748,12.070483200383846,12.059894850096232,0,102,0,0,0,0,12.05859851230732,0,6,2008,11.99106086274981,12.005033692506249,159000,11.976659481202368
20,12.052787750227314,12.085885034361516,70.0,7560,12.025522495249092,11.936093526689717,12.02269397302858,12.024182958480877,12.00189962660944,12.0205649310742,11.868044676362077,12.04291612709755,12.025895254415694,12.047512415928205,11.993682778640787,11.780657241570376,11.890024397771397,1958,1965,12.184429767803955,12.019216214618552,12.088139839093579,11.994743305685926,11.896883990084053,0.0,11.837985209456932,12.043077827796978,11.870079702687168,11.810855438908401,12.04261484090755,11.955653412075753,11.881354042015703,504,12.043738116747505,0,525,1029,12.032077892096211,11.816064676165025,12.061089985718422,12.061439667758602,1339,0,0,1339,0,0,1,0,3,1,11.810591800844753,6,11.862166856180643,0,11.808907293600358,12.16077753342227,1958.0,11.818974312364766,1,294,12.068539413468748,12.070483200383846,12.059894850096232,0,0,0,0,0,0,11.850596405177294,0,5,2009,11.827437177125296,11.788774283871026,139000,11.842229212112828
21,12.339974651335453,12.085885034361516,101.0,14215,12.025522495249092,12.163465349551254,12.02269397302858,12.024182958480877,12.027445609949833,12.0205649310742,12.619411284663126,12.04291612709755,12.025895254415694,12.047512415928205,12.182686209840618,12.497191281206467,12.144177854414044,2005,2006,11.984199753311575,12.019216214618552,12.20587264918594,12.209630627095029,12.163629742442435,380.0,12.311282455535837,12.043077827796978,12.261665131561195,12.640393913483537,12.04261484090755,12.158267145628631,11.963997506081839,0,12.043738116747505,0,1158,1158,12.032077892096211,12.20762619892906,12.061089985718422,12.061439667758602,1158,1218,0,2376,0,0,3,1,4,1,12.222336663076506,9,12.038511131398728,1,12.256533232533704,12.3749187591394,2005.0,12.172672333572622,3,853,12.068539413468748,12.070483200383846,12.059894850096232,240,154,0,0,0,0,12.05859851230732,0,11,2006,12.45937211936617,12.447476569639623,325300,12.692503112461443
22,11.579032983343444,11.692892609084135,57.0,7449,12.025522495249092,11.936093526689717,11.810739581683427,12.024182958480877,12.00189962660944,12.0205649310742,11.446889031955806,12.04291612709755,12.025895254415694,12.047512415928205,11.59502725201057,12.221772660081584,11.921358437371106,1930,1950,11.984199753311575,12.019216214618552,11.838506037800695,11.838479691751736,11.896883990084053,0.0,11.837985209456932,12.043077827796978,12.261665131561195,11.810855438908401,12.04261484090755,11.955653412075753,11.963997506081839,0,12.043738116747505,0,637,637,12.032077892096211,12.20762619892906,12.061089985718422,11.539624377891478,1108,0,0,1108,0,0,1,0,3,1,12.222336663076506,6,12.038511131398728,1,12.256533232533704,12.16077753342227,1930.0,11.818974312364766,1,280,12.068539413468748,12.070483200383846,11.57794052484495,0,0,205,0,0,0,12.057112523259228,0,6,2007,11.99106086274981,12.005033692506249,139400,11.845102777308561
23,12.052787750227314,12.085885034361516,75.0,9742,12.025522495249092,11.936093526689717,12.02269397302858,12.024182958480877,12.00189962660944,12.0205649310742,12.163641307701864,12.04291612709755,12.025895254415694,12.047512415928205,11.993682778640787,12.497191281206467,12.144177854414044,2002,2002,12.184429767803955,12.019216214618552,12.20587264918594,12.209630627095029,12.163629742442435,281.0,12.311282455535837,12.043077827796978,12.261665131561195,12.179882358539462,12.04261484090755,11.955653412075753,11.963997506081839,0,12.043738116747505,0,1777,1777,12.032077892096211,12.20762619892906,12.061089985718422,12.061439667758602,1795,0,0,1795,0,0,2,0,3,1,12.222336663076506,7,12.038511131398728,1,12.256533232533704,12.16077753342227,2002.0,12.172672333572622,2,534,12.068539413468748,12.070483200383846,12.059894850096232,171,159,0,0,0,0,12.05859851230732,0,9,2008,11.99106086274981,12.005033692506249,230000,12.345834587905333
24,12.17155438166605,11.692892609084135,44.0,4224,12.025522495249092,11.936093526689717,12.02269397302858,12.024182958480877,12.00189962660944,12.0205649310742,11.47452224569399,12.04291612709755,12.025895254415694,12.059451113281648,11.993682778640787,11.780657241570376,11.921358437371106,1976,1976,11.984199753311575,12.019216214618552,12.204922260466073,12.201948269046015,11.896883990084053,0.0,11.837985209456932,12.043077827796978,12.261665131561195,12.179882358539462,12.04261484090755,11.955653412075753,12.301936995160133,840,12.043738116747505,0,200,1040,12.032077892096211,11.816064676165025,12.061089985718422,12.061439667758602,1060,0,0,1060,1,0,1,0,3,1,11.810591800844753,6,12.038511131398728,1,12.186415513744642,12.16077753342227,1976.0,11.818974312364766,2,572,12.068539413468748,12.070483200383846,12.059894850096232,100,110,0,0,0,0,12.05859851230732,0,6,2007,11.99106086274981,12.005033692506249,129900,11.77452020265869
25,12.052787750227314,12.085885034361516,71.0,8246,12.025522495249092,12.163465349551254,12.02269397302858,12.024182958480877,12.00189962660944,12.0205649310742,11.81146755464926,12.04291612709755,12.025895254415694,12.047512415928205,11.993682778640787,11.780657241570376,11.90939142906435,1968,2001,11.984199753311575,12.019216214618552,12.041218218766627,11.994743305685926,11.896883990084053,0.0,11.837985209456932,11.969450497082992,11.870079702687168,11.810855438908401,12.04261484090755,12.094819384841182,11.852846297638559,188,12.167064245431183,668,204,1060,12.032077892096211,12.20762619892906,12.061089985718422,12.061439667758602,1060,0,0,1060,1,0,1,0,3,1,12.222336663076506,6,12.038511131398728,1,12.186415513744642,12.16077753342227,1968.0,11.818974312364766,1,270,12.068539413468748,12.070483200383846,12.059894850096232,406,90,0,0,0,0,11.850596405177294,0,5,2010,11.99106086274981,12.005033692506249,154000,11.944707881395766
26,12.052787750227314,12.085885034361516,110.0,14230,12.025522495249092,11.936093526689717,12.02269397302858,12.024182958480877,12.027445609949833,12.0205649310742,12.619411284663126,12.04291612709755,12.025895254415694,12.047512415928205,11.993682778640787,12.497191281206467,12.144177854414044,2007,2007,11.984199753311575,12.019216214618552,12.20587264918594,12.209630627095029,12.42513794043919,640.0,12.311282455535837,12.043077827796978,12.261665131561195,12.179882358539462,12.04261484090755,11.955653412075753,11.963997506081839,0,12.043738116747505,0,1566,1566,12.032077892096211,12.20762619892906,12.061089985718422,12.061439667758602,1600,0,0,1600,0,0,2,0,3,1,12.222336663076506,7,12.038511131398728,1,12.256533232533704,12.16077753342227,2007.0,12.172672333572622,3,890,12.068539413468748,12.070483200383846,12.059894850096232,0,56,0,0,0,0,12.05859851230732,0,7,2009,11.99106086274981,12.005033692506249,256300,12.454103912352162
27,12.052787750227314,12.085885034361516,60.0,7200,12.025522495249092,11.936093526689717,12.02269397302858,12.024182958480877,12.027445609949833,12.0205649310742,11.868044676362077,12.04291612709755,12.025895254415694,12.047512415928205,11.993682778640787,11.780657241570376,11.921358437371106,1951,2000,11.984199753311575,12.019216214618552,11.838506037800695,11.838479691751736,11.896883990084053,0.0,11.837985209456932,12.043077827796978,11.870079702687168,11.810855438908401,12.04261484090755,12.094819384841182,11.867634380538885,234,11.964644011597692,486,180,900,12.032077892096211,11.816064676165025,12.061089985718422,12.061439667758602,900,0,0,900,0,1,1,0,3,1,12.222336663076506,5,12.038511131398728,0,11.808907293600358,11.765643303311364,2005.0,11.818974312364766,2,576,12.068539413468748,12.070483200383846,12.059894850096232,222,32,0,0,0,0,12.05859851230732,0,5,2010,11.99106086274981,12.005033692506249,134800,11.811547477460344
28,12.052787750227314,12.085885034361516,98.0,11478,12.025522495249092,11.936093526689717,12.02269397302858,12.024182958480877,12.00189962660944,12.0205649310742,12.619411284663126,12.04291612709755,12.025895254415694,12.047512415928205,11.993682778640787,12.497191281206467,12.144177854414044,2007,2008,11.984199753311575,12.019216214618552,12.20587264918594,12.209630627095029,12.42513794043919,200.0,12.311282455535837,12.043077827796978,12.261665131561195,12.640393913483537,12.04261484090755,11.955653412075753,12.301936995160133,1218,12.043738116747505,0,486,1704,12.032077892096211,12.20762619892906,12.061089985718422,12.061439667758602,1704,0,0,1704,1,0,2,0,3,1,12.222336663076506,7,12.038511131398728,1,12.256533232533704,12.16077753342227,2008.0,12.172672333572622,3,772,12.068539413468748,12.070483200383846,12.059894850096232,0,50,0,0,0,0,12.05859851230732,0,5,2010,11.99106086274981,12.005033692506249,306000,12.631340380934517
29,12.052787750227314,12.085885034361516,47.0,16321,12.025522495249092,12.163465349551254,12.02269397302858,12.024182958480877,12.249809914718346,12.0205649310742,11.868044676362077,12.04291612709755,12.025895254415694,12.047512415928205,11.993682778640787,11.780657241570376,11.890024397771397,1957,1997,11.984199753311575,12.019216214618552,11.859767396993869,11.862285886957245,11.896883990084053,0.0,11.837985209456932,12.043077827796978,11.870079702687168,11.810855438908401,12.04261484090755,12.364359274012367,11.867634380538885,1277,12.043738116747505,0,207,1484,12.032077892096211,11.816064676165025,12.061089985718422,12.061439667758602,1600,0,0,1600,1,0,1,0,2,1,11.810591800844753,6,12.038511131398728,2,12.256533232533704,12.16077753342227,1957.0,12.172672333572622,1,319,12.068539413468748,12.070483200383846,12.059894850096232,288,258,0,0,0,0,12.05859851230732,0,12,2006,11.99106086274981,12.005033692506249,207500,12.24288661865289
